match_id,radiant_win
6,0.8213591586762808
7,0.7396508947969664
10,0.18756341819738068
13,0.872821196153778
16,0.23551374127860075
18,0.36277647540220864
19,0.5107615191873449
24,0.577798383454998
33,0.226875673892206
37,0.673186023158083
41,0.1570233703826446
42,0.3258252640185438
55,0.21894745507528782
60,0.6418733375198783
62,0.5426470114152484
63,0.6288161233687192
64,0.08524321587213035
71,0.531593906262374
72,0.3331718341599063
83,0.5107934884827103
85,0.7893314995211985
89,0.9355941616691174
92,0.7601143724646611
100,0.9571078503240817
102,0.8866993946655171
108,0.534527276574153
111,0.7744482167307769
126,0.18175269571703775
130,0.05427339974055663
140,0.7901510602651604
141,0.24021587586309473
152,0.8376316217680857
153,0.7635236123549948
159,0.5629394071608222
160,0.600267355748102
163,0.6265897817734636
178,0.5610880219922529
179,0.40643916138997904
181,0.6785922855908311
196,0.14281822883063633
206,0.1137951645396082
209,0.5861725316905192
216,0.5511134387050135
228,0.07592429500430257
230,0.3928248402588304
242,0.7080046440753618
245,0.1852107042084702
261,0.49445985722071717
274,0.5102207189084893
282,0.7346651385163508
289,0.495549140169326
296,0.08773385073999533
297,0.6173551465799098
302,0.31435791142936065
304,0.025512911468643703
313,0.805090916382854
316,0.4955503837152923
317,0.4308075150087088
344,0.8796291247026042
348,0.733887676419856
352,0.5471151728265337
354,0.5448298191372202
361,0.4662312711535318
362,0.22372364949220638
363,0.7080442508494602
365,0.40837972564012764
375,0.28609246197907107
380,0.3049632419806536
384,0.5661728434335778
394,0.7552492504697584
399,0.5919141569425554
404,0.7122274058213376
406,0.6480904746253972
430,0.16079502904362858
432,0.3384975777760839
443,0.4684553434913178
463,0.5987367051117336
467,0.5499103225538956
474,0.1804386228596219
488,0.2177437127338751
502,0.9112624657930781
503,0.2678386575203638
507,0.2883140866610988
508,0.40841933477797515
509,0.4546315819084138
516,0.3673160638893035
528,0.3109922240593625
542,0.5709550742542185
547,0.16481623941023413
552,0.5517889117397392
555,0.6330055224208051
561,0.6566916055718909
569,0.8050946894894121
575,0.9532552666502
576,0.8214178929913953
582,0.1715763758439719
585,0.44690919678834257
586,0.5676093558934684
590,0.8027207446561447
592,0.21825225840187706
598,0.3986746380247018
599,0.26009820372418563
600,0.7294654304144693
601,0.5262453060897794
603,0.30890210987350347
617,0.45377154914555795
628,0.4510594947369356
634,0.14286552701531946
635,0.3025177444801335
639,0.4377602762725854
644,0.6425626509462468
646,0.7589689958112784
650,0.08096475501457366
659,0.8251351738313616
663,0.3598985067828384
668,0.639089070191419
670,0.3919309674927497
678,0.39273309341978113
679,0.2562613835302878
686,0.7887655458322812
694,0.2925923363213434
696,0.8968934403979685
702,0.886726773764899
709,0.38271914208474606
712,0.36103168101904837
723,0.24031665084406267
729,0.4029799237058239
733,0.7487631166937987
735,0.37818389850605627
737,0.3629354180267715
749,0.6738445035533416
752,0.4628664655552332
767,0.9151598498813465
771,0.11639782371461439
778,0.5032681826394922
780,0.7393077763054051
790,0.47328972033749084
797,0.363623997300544
802,0.3285787662969983
805,0.7014672484465376
807,0.7840420776485402
808,0.8485469136799869
811,0.33529877243178013
815,0.12541492392184617
820,0.7308883741331564
838,0.1610071911115037
861,0.14518277513560363
886,0.23031812687164802
889,0.0972662578378442
904,0.6434106445175274
913,0.4300199743623808
928,0.7089829063680861
931,0.6250314344242489
932,0.7011876648481848
945,0.7414494865126218
953,0.8600526188812316
955,0.3564058053704248
970,0.5418720860696694
972,0.42868669352362726
978,0.5620576136484393
982,0.8224679721315775
983,0.7414062159444146
984,0.32223620452960494
987,0.535143263337588
1000,0.6277767780375118
1006,0.6094458343930806
1014,0.7396187683491274
1030,0.5294836702122041
1037,0.7314709019547478
1044,0.5937423044449528
1046,0.7797947604998746
1048,0.4043052850959922
1053,0.8655272912071373
1057,0.7014624154130809
1077,0.8851771679754865
1085,0.9621703969737453
1087,0.7161778944339818
1088,0.7233610976044123
1096,0.12592975103241813
1098,0.9604665711904354
1100,0.11020285766384948
1113,0.7152870080489894
1119,0.7150245278850421
1127,0.5039677965390065
1142,0.36786088842637876
1148,0.3393743100880503
1157,0.2208872416851695
1158,0.754601700189152
1163,0.4085517391439503
1167,0.6504105144224461
1168,0.35796039401002683
1181,0.06025692883402162
1183,0.23802240411056103
1191,0.5687602323901378
1192,0.16610291219771073
1198,0.7815741777882268
1216,0.15876637651495454
1218,0.6590469383358578
1221,0.9671997343276495
1222,0.3474461123249237
1225,0.15189668475815404
1226,0.4397162157102749
1230,0.20035542150401459
1242,0.7510599190589549
1247,0.6660117443056722
1253,0.32859468140712783
1259,0.6158729373536275
1271,0.868510905667858
1282,0.5492861568764585
1284,0.9439108837739473
1293,0.40542899015521594
1294,0.5846041287375331
1298,0.46651206256597594
1306,0.6128777152235243
1316,0.7203213008294003
1321,0.3125213655597172
1331,0.43652505314751233
1336,0.1920572380419939
1341,0.5569149377050767
1348,0.49532241423510803
1356,0.8525476469547494
1384,0.27867845902085164
1389,0.6008597930966056
1391,0.6122842021707458
1413,0.8055853755270295
1419,0.6010204960376853
1426,0.832874725468135
1440,0.6826209450770395
1445,0.577072543926479
1465,0.3824142684030059
1470,0.48619613294923686
1472,0.4702073051968888
1484,0.5521179369789523
1485,0.10327656657262717
1486,0.90047176383162
1488,0.5600577983948946
1498,0.04145441048856693
1508,0.6645622895603995
1518,0.8623438913297669
1526,0.22816165813606404
1527,0.7530070029640676
1528,0.23103399654715387
1540,0.6483014457590629
1546,0.4660587462885444
1551,0.780280753757301
1564,0.7505279277362927
1565,0.8857583505835003
1568,0.9324020220975027
1572,0.6466061245235035
1573,0.10713909898742197
1581,0.420345571167973
1585,0.8962421264563183
1588,0.27346898192102453
1595,0.20544232660941086
1596,0.2833271740689807
1603,0.29497226850785024
1615,0.5668894640839984
1621,0.46326195111459123
1623,0.2667847935662741
1630,0.3966084492520289
1636,0.6769785977438543
1642,0.2087466573576965
1654,0.7315875940140631
1657,0.8802318434047763
1665,0.3654462462268853
1666,0.7850776056060376
1676,0.7412702874283379
1678,0.5289219891663663
1683,0.5140369910810302
1685,0.06016710216605815
1687,0.015388831780755981
1690,0.2179729693196348
1702,0.3912530731017959
1703,0.22131603735305355
1714,0.3141756667619251
1716,0.5492206200802198
1726,0.16417330766458638
1748,0.29789374438063826
1750,0.20230303418527895
1762,0.9473767704867109
1765,0.10742645916102672
1767,0.5385808472126513
1773,0.34328681836529534
1774,0.18796722015547992
1776,0.6617729297158186
1782,0.8145362083809277
1799,0.49927052919199116
1803,0.48763578021686
1811,0.38798291547497077
1820,0.4577044124702882
1823,0.8005286057714587
1864,0.6867553320161192
1871,0.5257045568541842
1874,0.0874052034973374
1878,0.3631740104950764
1888,0.7141525606516448
1895,0.8430913163767692
1896,0.46544099472509215
1899,0.5374533320804908
1901,0.5755972927883328
1903,0.6555490402694376
1913,0.16746825779911345
1935,0.780018143998868
1946,0.22489774998747683
1958,0.801220416707771
1960,0.5289612241749932
1968,0.3062856609915116
1969,0.533390822409615
1973,0.24088238687896843
1974,0.5002059166231967
1977,0.44862209734497
1992,0.6400734414116966
1995,0.198751941350676
2001,0.7621275151382721
2017,0.503805477226852
2018,0.24389548863072372
2020,0.38319652876492033
2021,0.2751791174479536
2027,0.38032597737918805
2036,0.5736001197283985
2040,0.17516810856195147
2041,0.16858275459177546
2047,0.9055377333118927
2049,0.33477245266271455
2059,0.2737949159532865
2066,0.25460406518510476
2068,0.5336777247330804
2069,0.7153362131217236
2081,0.4325750953924599
2083,0.5445691528597246
2084,0.8834425277416635
2085,0.9354901201027422
2096,0.46734008643725133
2104,0.18051016364136144
2105,0.16515798838426657
2110,0.3686871775599518
2112,0.10768762404215675
2115,0.5094481377847442
2120,0.1436347819977684
2121,0.13509453268655605
2125,0.8584240257268739
2128,0.6267222269481943
2129,0.39407293997016596
2138,0.5784951943519893
2159,0.7272614526367187
2160,0.202217925362209
2180,0.6431597258704778
2181,0.5869307517226143
2183,0.7352938348383438
2189,0.14704725427747056
2192,0.447286958247254
2193,0.8937932073371808
2197,0.11075493411425605
2201,0.42543896640792195
2206,0.8309386620667234
2208,0.8185402524753014
2210,0.6902316870188059
2212,0.712849353550724
2220,0.5643633076085138
2226,0.4892701668323807
2227,0.0625571228747832
2229,0.38860696701349334
2233,0.20679904278688313
2234,0.8801746615163444
2237,0.3309154660260991
2238,0.5735413737919772
2246,0.3655629702763507
2248,0.2865177211657553
2265,0.37138695112714176
2268,0.37087091076840056
2270,0.6875141416919667
2276,0.8279504536418855
2278,0.8328753469302362
2290,0.6070352403727237
2298,0.39214517117270237
2305,0.10563093655136707
2320,0.5818061773578788
2325,0.5107864185851116
2329,0.8614002685090525
2342,0.6274675629067349
2352,0.17118366743615615
2387,0.6887011173457988
2397,0.21860462625048158
2399,0.6469675106473218
2401,0.6274638260409408
2404,0.29121161670825435
2411,0.682617777554199
2422,0.6385871413171947
2424,0.7789453751931935
2425,0.2267616336555076
2429,0.1956787726814059
2433,0.5434866203288854
2434,0.6754720802065842
2436,0.11043889753746966
2440,0.10999174025923876
2448,0.5518252373980645
2458,0.6391231651276142
2460,0.33571810438066324
2466,0.635863582023929
2473,0.43601379970598353
2479,0.33646249368158976
2493,0.19162233418079924
2504,0.1986753864677702
2524,0.7563107652537779
2526,0.978352045776317
2531,0.27451312496680386
2532,0.07251172376613432
2546,0.5023611493737865
2561,0.8553561981336331
2565,0.16338192984952574
2570,0.5613035688275442
2579,0.6070345252287147
2581,0.19456477287387747
2592,0.7430970887551761
2593,0.37789023228579344
2594,0.26917843600755353
2618,0.7707811379981256
2628,0.3893056595998151
2638,0.42897118229986164
2647,0.6215172675224634
2654,0.7072513347099111
2655,0.5408507254975533
2669,0.2256199608389172
2674,0.5606177279027226
2677,0.6934895435359881
2687,0.36243209175765606
2689,0.2516331616360129
2694,0.6595361278594957
2702,0.2810184798783522
2704,0.9189247451802423
2706,0.8998182246350989
2712,0.0986044402735519
2716,0.45119235724935824
2727,0.2660407763792366
2729,0.34352165497183634
2738,0.8150818858457416
2739,0.25773904099192374
2745,0.7755755499263939
2759,0.7057893942156823
2766,0.73624808988074
2767,0.4691766412833876
2773,0.2393632355651203
2778,0.6739850882969031
2783,0.5079029912430426
2788,0.6489592782427105
2792,0.6021772788848019
2803,0.4400109733887321
2808,0.15888955669047283
2816,0.34895153817262486
2821,0.9411712819263358
2826,0.8271381187225386
2840,0.46846511515040795
2844,0.8131286384172379
2846,0.28541488085649186
2847,0.40681434647867204
2857,0.7180581222416031
2861,0.16984357856909174
2888,0.5543393660485406
2903,0.6448516190842362
2904,0.3701564598240926
2907,0.2159336250066631
2909,0.30957838722662234
2910,0.4419211409296003
2915,0.5079549989184629
2918,0.6913677508003637
2920,0.4669189495616059
2926,0.2082942919492992
